subject,number,section,times,locations,rating,workload
ACCT,270,1,MW 8.45-10.00,,3.43,3.14
AFAM,050,1,1 HTBA,,,
AFAM,146,1,TTh 10.30-11.20 + 1,GR109 ROSENFELD,3.42,2.29
AFAM,162,1,TTh 11.35-12.25 + 1,LC 102,4.0,3.11
AFAM,164,1,MW 14.30-15.20 + 1,GR109 ROSENFELD,,
AFAM,172,1,TTh 10.30-11.20 + 1,LUCE 101,4.05,3.23
AFAM,182,1,1 HTBA,,,
AFAM,184,1,MW 13.30-14.20 + 1,LORIA 351,3.98,3.03
AFAM,186,1,TTh 16.00-17.15,WTS A60,3.61,2.99
AFAM,198,1,MW 11.35-12.25 + 1,LC 317,3.56,2.99
AFAM,206,1,MW 11.35-12.50,WLH 203,4.51,3.55
AFAM,212,1,W 9.25-11.15,BRBL 9,4.49,2.87
AFAM,220,1,M 15.30-18.20,CCAM,4.0,3.33
AFAM,231,1,1 HTBA,,3.75,3.31
AFAM,275,1,T 15.30-17.20,WALL81 401,4.05,3.24
AFAM,287,1,T 13.30-15.20,WALL81 301,3.83,3.0
AFAM,331,1,W 13.30-15.20,WALL81 401,,
AFAM,335,1,W 15.30-17.20,WALL81 401,,
AFAM,348,1,T 13.30-15.20,WLH 112,4.63,3.73
AFAM,349,1,T 13.30-15.20,WALL81 101,4.71,3.29
AFAM,352,1,W 13.30-15.20,BASSLB L72,4.8,3.42
AFAM,353,1,W 13.30-15.20,LORIA 358,4.0,2.8
AFAM,361,1,M 15.30-17.20,WALL81 101,4.06,3.1
AFAM,385,1,Th 13.30-15.20,WALL81 401,3.69,3.34
AFAM,401,1,TTh 16.00-17.15,WLH 001,4.6,3.2
AFAM,406,1,M 13.30-15.20,WALL81 201,4.12,2.61
AFAM,410,1,T 9.25-11.15,WALL81 201,3.54,3.27
AFAM,413,1,1 HTBA,,3.8,3.3
AFAM,451,1,1 HTBA,,,
AFAM,472,1,1 HTBA,,,
AFAM,491,1,1 HTBA,,3.8200000000000003,4.22
AFAM,491,2,1 HTBA,,3.8200000000000003,4.22
AFAM,508,1,Th 13.30-15.20,LORIA 360,3.95,2.9
AFAM,588,1,M 13.30-15.20,WALL81 201,4.18,2.88
AFAM,626,1,M 13.30-15.20,CO493 103,,
AFAM,670,1,M 13.30-15.20,WALL81 301,4.54,3.32
AFAM,725,1,W 13.30-15.20,YK220 002,4.65,3.42
AFAM,752,1,M 9.25-11.15,WALL81 201,4.82,3.46
AFAM,757,1,W 9.25-11.15,PR230 101,4.19,3.6
AFAM,770,1,M 15.30-17.20,WALL81 201,4.42,3.64
AFAM,775,1,T 15.30-17.20,WLH 202,4.33,3.33
AFAM,796,1,T 9.25-11.15,WALL81 401,4.2,3.75
AFAM,803,1,W 13.30-15.20,STOECK 211,3.89,2.93
AFAM,832,1,W 16.00-18.00,WALL81 201,3.42,2.29
AFAM,849,1,W 13.30-15.20,WALL81 101,4.7,3.45
AFAM,880,1,1 HTBA,,,
AFAM,896,1,1 HTBA,,4.0,2.0
AFST,001,1,TTh 11.35-12.50,ESC 100,3.73,3.0
AFST,028,1,MW 13.00-14.15,LC 204,,
AFST,135,1,M 9.25-11.15,RKZ 02,3.67,3.1
AFST,180,1,TTh 13.00-14.15,WTS B31,3.86,2.8
AFST,200,1,W 13.30-15.20,BF S-28,4.5,2.17
AFST,208,1,MW 13.30-14.20 + 1,LORIA 351,3.98,3.03
AFST,235,1,W 9.25-11.15,LC 318,,
AFST,271,1,MW 16.00-17.15,WLH 004,4.01,3.06
AFST,273,1,W 13.30-15.20,WLH 004,4.01,3.06
AFST,305,1,T 13.30-15.20,WLH 002,4.32,2.79
AFST,335,1,MW 13.30-14.20,LORIA 250,4.5600000000000005,3.65
AFST,340,1,TTh 9.25-10.15,WLH 113,4.04,2.51
AFST,369,1,M 13.30-15.20,WALL81 401,4.23,3.7
AFST,378,1,TTh 14.30-15.45,WLH 117,4.0,2.23
AFST,381,1,MW 10.30-11.20 + 1,WLH 116,3.63,2.8
AFST,382,1,F 15.30-17.20,RKZ 04,4.05,2.95
AFST,406,1,Th 9.25-11.15,RKZ 202,4.7,4.0
AFST,412,1,T 13.30-15.20,WALL81 301,3.9699999999999998,2.86
AFST,453,1,W 13.30-15.20,SA10 105,4.5600000000000005,3.33
AFST,491,2,1 HTBA,,4.0,3.83
AFST,570,1,TTh 14.30-15.45,WLH 117,4.5,2.74
AFST,619,1,MW 16.00-17.15,WLH 004,4.01,3.06
AFST,680,1,TTh 13.00-14.15,WTS B31,4.23,2.94
AFST,828,1,W 13.30-15.20,STOECK 211,3.89,2.93
AFST,833,1,W 13.30-15.20,CO493 102,4.03,2.65
AFST,900,1,1 HTBA,,,
AFST,951,1,1 HTBA,,,
AFST,965,1,Th 13.30-15.20,WALL81 301,4.23,3.7
AKKD,120,1,TTh 9.00-10.15,WHC B-03,,
AKKD,501,1,TTh 9.00-10.15,WHC B-03,,
AMST,012,1,MW 13.00-14.15,LC 103,3.65,4.14
AMST,028,1,MW 14.30-15.45,YK212 004,4.75,3.0
AMST,162,1,TTh 11.35-12.25 + 1,LC 102,4.0,3.11
AMST,197,1,MW 11.35-12.25 + 1,YUAG AUD,4.01,2.45
AMST,206,1,W 9.25-11.15,BRW35 221,4.51,3.37
AMST,228,1,MW 10.30-11.20 + 1,WLH 208,4.05,2.49
AMST,255,1,TTh 11.35-12.25,LC 101,4.09,2.85
AMST,303,1,Th 13.30-15.20,WALL81 401,3.71,3.33
AMST,310,1,T 9.25-11.15,WALL81 201,3.68,3.34
AMST,326,1,T 13.30-15.20,WALL81 101,4.71,3.29
AMST,330,1,1 HTBA,,3.7199999999999998,3.9699999999999998
AMST,334,1,MW 13.00-14.15,WLH 115,,
AMST,336,1,T 13.30-15.20 + 1,WALL81 401,4.11,3.7800000000000002
AMST,337,1,T 15.30-17.20,WALL81 401,3.8,3.3
AMST,340,1,W 13.30-15.20,WTS A68,4.69,2.94
AMST,344,1,1 HTBA,,4.19,3.43
AMST,346,1,W 13.00-16.00,,4.89,2.89
AMST,349,1,1 HTBA,,4.5,2.75
AMST,350,1,T 13.30-15.20,CO493 102,4.18,2.71
AMST,357,1,1 HTBA,,4.0,3.33
AMST,358,1,1 HTBA,,3.7,2.7
AMST,362,1,T 13.30-15.20,BRW35 221,4.65,3.42
AMST,370,1,M 15.30-17.20,ELM294 303,3.8200000000000003,3.1
AMST,388,1,T 13.30-15.20,WLH 112,4.63,3.73
AMST,405,1,M 13.30-15.20,WALL81 201,4.12,2.61
AMST,406,1,Th 13.30-15.20,WLH 115,4.06,3.5700000000000003
AMST,411,1,TTh 16.00-17.15,WLH 001,4.65,3.1
AMST,422,1,W 9.25-11.15,LC 206,4.32,3.13
AMST,438,1,W 13.30-15.20,BASSLB L72,4.8,3.42
AMST,448,1,1 HTBA,,3.8,3.3
AMST,452,1,T 9.25-11.15,LORIA 259,3.58,3.0
AMST,459,1,Th 13.30-15.20,SA10 105,4.33,3.75
AMST,464,1,W 10.30-13.20 + 1,CCAM,3.73,4.2
AMST,466,1,T 9.25-11.15,LC 204,4.4,3.7
AMST,472,1,1 HTBA,,4.5,3.75
AMST,487,1,W 15.30-17.20,PR77 A001,3.75,3.73
AMST,491,1,1 HTBA,,3.81,3.7199999999999998
AMST,494,1,1 HTBA,,4.25,4.15
AMST,494,2,1 HTBA,,4.25,4.15
AMST,611,1,W 9.25-11.15,LC 206,3.94,2.95
AMST,623,1,M 13.30-15.20,ARNOLD A25,5.0,3.0
AMST,625,1,T 9.25-11.15,LC 319,4.1,3.59
AMST,628,1,1 HTBA,,,
AMST,667,1,M 9.25-11.15,LC 208,4.44,3.11
AMST,669,1,W 17.30-19.30,SDQ BUSH-S100,4.88,3.5
AMST,675,1,M 13.30-15.20,WALL81 301,4.54,3.32
AMST,710,1,M 13.30-15.20,WALL81 201,4.18,2.88
AMST,719,1,Th 13.30-15.20,WLH 205,4.5,3.75
AMST,722,1,W 9.25-11.15,PR230 101,4.19,3.6
AMST,723,1,1 HTBA,,4.17,3.5
AMST,726,1,W 13.30-15.20,YK220 002,4.5,3.17
AMST,747,1,T 13.30-15.20 + 1,SA10 105,4.22,3.17
AMST,765,1,W 15.30-17.20 + 1,YK220 100,4.43,3.98
AMST,767,1,Th 9.25-11.15,LC 208,4.75,4.5
AMST,771,1,T 15.30-17.20,WLH 202,4.33,3.33
AMST,780,1,W 15.30-17.20,LC 103,4.67,4.25
AMST,782,1,M 15.30-17.20,WALL81 201,4.42,3.64
AMST,785,1,Th 13.30-15.20,LORIA 258,3.08,2.75
AMST,790,1,W 11.00-14.00 + 1,PK217 206,4.2,3.17
AMST,796,1,T 9.25-11.15,WALL81 401,3.75,3.13
AMST,831,1,W 13.30-15.20,STOECK 211,3.89,2.93
AMST,833,1,W 10.30-13.20 + 1,CCAM,4.2,3.6
AMST,839,1,Th 9.25-11.15,LC 204,3.96,3.29
AMST,844,1,W 13.30-15.20,WALL81 101,4.7,3.45
AMST,854,1,M 9.25-11.15,LC 319,4.04,3.48
AMST,901,1,1 HTBA,,,
AMST,902,1,1 HTBA,,4.13,2.0
AMST,903,1,1 HTBA,,4.21,3.36
AMST,904,1,1 HTBA,,,
AMST,905,1,1 HTBA,,,
AMST,920,1,W 13.30-15.20,WLH 112,5.0,2.0
AMTH,160,1,TTh 11.35-12.50,YSB MARSH,3.59,1.5899999999999999
AMTH,222,1,TTh 11.35-12.50,WTS A51,3.1,3.23
AMTH,222,2,MW 9.00-10.15,WTS A53,2.95,2.98
AMTH,222,3,MW 14.30-15.45,WTS A51,2.95,2.98
AMTH,244,1,MWF 9.25-10.15,WTS A51,3.58,3.54
AMTH,262,1,MW 11.35-12.50,WLH 119,3.02,3.34
AMTH,361,1,MW 14.30-15.45,DL 220,3.12,2.89
AMTH,364,1,TTh 11.35-12.50,,3.54,3.5700000000000003
AMTH,480,1,1 HTBA,,4.08,3.54
AMTH,482,1,1 HTBA,,4.08,3.54
AMTH,490,1,1 HTBA,,3.2,3.67
AMTH,491,1,1 HTBA,,3.74,4.42
AMTH,511,1,1 HTBA,,,
AMTH,525,1,1 HTBA,,4.5,1.0
AMTH,552,1,TTh 16.00-17.15,HLH17 03,3.26,3.13
AMTH,640,1,MW 14.30-15.45 + 1,HLH17 05,2.81,1.97
AMTH,765,1,TTh 14.30-15.45,SPL 56,3.84,3.42
AMTH,797,1,MW 14.30-15.45,DL 431,3.16,2.54
ANTH,040,1,TTh 14.30-15.45,WTS A39,3.7199999999999998,2.0
ANTH,110,1,TTh 13.00-14.15 + 1,WTS A60,4.32,3.18
ANTH,172,1,WF 14.30-15.45 + 1,HLH51 101,4.22,2.29
ANTH,200,1,W 13.30-15.20,BF S-28,4.5,2.17
ANTH,211,1,1 HTBA,,3.75,3.31
ANTH,215,1,MW 13.00-14.15 + 1,HLH51 101,3.99,2.83
ANTH,241,1,M 15.30-17.20,RKZ 04,,
ANTH,242,1,TTh 9.00-10.15,DL 220,3.92,2.76
ANTH,253,1,W 15.30-17.20,HLH51 01,3.89,2.5700000000000003
ANTH,264,1,TTh 14.30-15.45,HLH51 101,3.79,2.74
ANTH,276,1,T 13.30-15.30,WTS B30,4.69,3.69
ANTH,321,1,T 13.30-15.20,WLH 003,4.58,3.8
ANTH,323,1,Th 15.30-17.20,WLH 112,4.09,3.96
ANTH,338,1,T 9.25-11.15 + 1,MY 601,4.8,2.5
ANTH,339,1,T 9.25-11.15,SA10 105,4.16,3.89
ANTH,346,1,M 13.30-15.20,WTS A42,4.28,3.02
ANTH,362,1,T 13.30-15.20,SA10 212,4.25,3.25
ANTH,381,1,Th 9.25-11.15,WTS A48,3.96,3.35
ANTH,385,1,Th 13.30-15.20,SA10 23,4.09,2.9
ANTH,399,1,TTh 14.30-15.45 + 1,WTS A74,4.19,2.55
ANTH,414,1,M 13.30-15.20 + 1,SA10 105,3.67,2.73
ANTH,428,1,T 13.30-15.20,SML 177,4.36,3.34
ANTH,438,1,W 9.25-11.15,SA10 105,4.52,3.51
ANTH,445,1,1 HTBA,,,
ANTH,453,1,W 13.30-15.20,SA10 105,4.28,3.14
ANTH,464,1,TTh 13.00-14.15,SA10 10,4.69,2.33
ANTH,471,1,1 HTBA,,4.1,3.36
ANTH,473,1,Th 16.00-17.50,KRN 321,3.87,2.1
ANTH,482,1,1 HTBA,,3.96,2.87
ANTH,491,1,1 HTBA,,4.01,4.23
ANTH,492,1,W 9.25-11.15,ESC 100,2.0,3.0
ANTH,538,1,M 15.30-17.20,HLH51 101,4.5,3.5
ANTH,539,1,T 9.25-11.15,SA10 105,4.17,3.8200000000000003
ANTH,549,1,W 15.30-17.20 + 1,YK220 100,5.0,3.0
ANTH,559,1,W 15.30-17.20,HLH51 01,3.89,2.5700000000000003
ANTH,562,1,T 13.30-15.20,SA10 212,4.25,3.25
ANTH,575,1,M 13.30-15.20 + 1,SA10 105,3.67,2.73
ANTH,579,1,W 11.35-13.25,WTS B51,4.5,3.0
ANTH,594,1,T 13.30-15.20 + 1,SA10 105,4.22,3.17
ANTH,600,1,W 13.30-15.20 + 1,SA10 110,4.0,3.27
ANTH,638,1,W 9.25-11.15,SA10 105,4.38,3.58
ANTH,692,1,W 9.25-11.15,ESC 100,2.0,3.0
ANTH,700,1,Th 13.30-15.20 + 1,SA10 110,4.0,3.33
ANTH,710,1,T 9.25-11.15,HLH51 01,5.0,3.5
ANTH,773,1,Th 16.00-17.50,KRN 321,4.17,2.2
ANTH,785,1,Th 13.30-15.20,SA10 23,4.42,3.0
ANTH,808,1,1 HTBA,,4.38,2.43
ANTH,828,1,T 13.30-15.20,SML 177,4.36,3.34
ANTH,853,1,W 13.30-15.20,SA10 212,3.71,2.4
ANTH,864,1,TTh 13.00-14.15,SA10 10,4.64,2.41
ANTH,951,1,1 HTBA,,3.69,2.38
ANTH,953,1,1 HTBA,,3.69,2.38
ANTH,954,1,1 HTBA,,3.69,2.38
ANTH,964,1,W 17.30-19.20,WTS A38,4.23,3.49
APHY,100,1,MW 14.30-15.45,AKW 100,2.58,2.81
APHY,110,1,TTh 11.35-12.50,LUCE 101,3.66,2.74
APHY,151,1,TTh 11.35-12.50,ML 211,4.11,3.59
APHY,194,1,MW 14.30-15.45,ML 211,3.83,3.65
APHY,321,1,MW 9.00-10.15,BCT CO31,3.0,4.0
APHY,322,1,TTh 9.00-10.15,BCT 408,3.31,3.2800000000000002
APHY,449,1,TTh 13.00-14.15,BCT 408,3.0,4.0
APHY,450,1,1 HTBA,,,
APHY,469,1,1 HTBA,,3.03,2.71
APHY,470,1,TTh 13.00-14.15,BCT 508,4.63,4.1
APHY,472,1,1 HTBA,,4.2,4.4
APHY,549,1,TTh 13.00-14.15,BCT 408,3.0,4.0
APHY,590,1,1 HTBA,,3.8200000000000003,2.11
APHY,607,1,MW 16.00-17.15,BCT 408,3.67,3.0
APHY,610,1,TTh 11.35-12.50,SPL 63,5.0,3.6
APHY,725,1,1 HTBA,,,
APHY,990,1,1 HTBA,,3.42,3.19
ARBC,120,1,M-F 9.25-10.15,YK212 004,3.98,3.46
ARBC,120,2,M-F 10.30-11.20,YK212 004,3.98,3.46
ARBC,120,3,M-F 11.35-12.25,WLH 007,4.21,3.38
ARBC,140,1,1 HTBA,,3.25,3.67
ARBC,140,2,M-F 10.30-11.20,WLH 007,4.33,3.67
ARBC,146,1,MW 11.35-12.50,CO493 103,5.0,2.79
ARBC,151,1,MWF 11.35-12.25,YK212 004A,3.63,3.0
ARBC,176,1,MW 13.00-14.15 + 1,YK212 004A,3.86,3.64
ARBC,194,1,1 HTBA,,4.43,3.29
ARBC,501,1,M-F 9.25-10.15,YK212 004,3.94,3.47
ARBC,501,2,M-F 10.30-11.20,YK212 004,3.94,3.47
ARBC,501,3,M-F 11.35-12.25,WLH 007,3.98,3.14
ARBC,503,1,1 HTBA,,3.08,3.16
ARBC,503,2,M-F 10.30-11.20,WLH 007,3.08,3.16
ARBC,505,1,MWF 11.35-12.25,YK212 004A,4.22,3.1
ARBC,510,1,MW 11.35-12.50,CO493 103,4.67,2.44
ARBC,560,1,W 15.30-17.20,YK220 003,4.5,3.25
ARCG,001,1,TTh 11.35-12.50,ESC 100,3.69,3.25
ARCG,031,1,TTh 9.00-10.15,WTS A35,3.73,3.19
ARCG,110,1,TTh 10.30-11.20 + 1,LORIA 351,4.17,2.54
ARCG,172,1,WF 14.30-15.45 + 1,HLH51 101,4.22,2.29
ARCG,215,1,MW 13.00-14.15 + 1,HLH51 101,3.99,2.83
ARCG,217,1,MW 16.00-17.15,WLH 004,4.01,3.06
ARCG,219,1,W 13.30-15.20,WLH 004,4.01,3.06
ARCG,226,1,1 HTBA,,3.42,2.01
ARCG,243,1,TTh 13.00-14.15,LORIA 351,4.48,2.95
ARCG,252,1,1 HTBA,,3.9,2.7199999999999998
ARCG,253,1,W 15.30-17.20,HLH51 01,3.89,2.5700000000000003
ARCG,264,1,TTh 14.30-15.45,HLH51 101,3.79,2.74
ARCG,362,1,TTh 9.00-10.15,ESC 110,4.13,3.61
ARCG,385,1,Th 13.30-15.20,SA10 23,4.09,2.9
ARCG,424,1,1 HTBA,,4.42,2.98
ARCG,464,1,TTh 13.00-14.15,SA10 10,4.69,2.33
ARCG,471,1,1 HTBA,,5.0,
ARCG,472,1,1 HTBA,,,
ARCG,473,1,Th 16.00-17.50,KRN 321,3.87,2.1
ARCG,482,1,1 HTBA,,3.96,2.87
ARCG,491,1,1 HTBA,,5.0,4.0
ARCG,492,1,W 9.25-11.15,ESC 100,2.0,3.0
ARCG,559,1,W 15.30-17.20,HLH51 01,3.89,2.5700000000000003
ARCG,579,1,W 11.35-13.25,WTS B51,4.5,3.0
ARCG,618,1,W 13.30-15.20,WLH 004,4.01,3.06
ARCG,710,1,T 9.25-11.15,HLH51 01,5.0,3.5
ARCG,773,1,Th 16.00-17.50,KRN 321,4.17,2.2
ARCG,785,1,Th 13.30-15.20,SA10 23,4.42,3.0
ARCG,864,1,TTh 13.00-14.15,SA10 10,4.64,2.41
ARCH,1012,1,MTh 14.00-18.00,RDH 6-FL,3.81,3.5300000000000002
ARCH,1022,1,MTh 14.00-18.00,,3.92,3.66
ARCH,1111,1,MTh 14.00-18.00,,,
ARCH,1112,1,MTh 14.00-18.00,,,
ARCH,1113,1,MTh 14.00-18.00,,3.69,2.95
ARCH,1114,1,MTh 14.00-18.00,,,
ARCH,1115,1,MTh 14.00-18.00,,,
ARCH,1116,1,MTh 14.00-18.00,,3.6,3.2
ARCH,1117,1,MTh 14.00-18.00,,,
ARCH,1118,1,MTh 14.00-18.00,,4.54,4.39
ARCH,1119,1,MTh 14.00-18.00,,3.7800000000000002,4.69
ARCH,1213,1,W 11.00-12.50,RDH 322,,
ARCH,1225,1,F 9.00-11.30,RDH 212,,
ARCH,1228,1,M 9.00-10.50,RDH 322,,
ARCH,1240,1,Th 11.00-12.50,RDH 706,,
ARCH,1241,1,Th 11.00-12.50,RDH 322,,
ARCH,154,1,W 13.30-15.20 + 1,RDH B07,4.29,4.27
ARCH,162,1,F 9.25-10.15 + 1,RDH HASTINGS,4.29,2.09
ARCH,200,1,Th 11.35-13.25 + 1,RDH HASTINGS,4.24,4.62
ARCH,2012,1,MW 9.00-10.50 + 1,,3.94,2.42
ARCH,2016,1,T 14.00-18.00,RDH 6-FL,4.77,4.15
ARCH,2223,1,T 11.00-12.50,RDH 212,3.94,2.42
ARCH,2226,1,W 14.00-15.50,RDH 706,,
ARCH,2229,1,W 16.00-17.50,,,
ARCH,2230,1,T 16.00-17.00 + 1,,,
ARCH,2238,1,W 14.00-15.50,,,
ARCH,2241,1,T 11.00-12.50,RDH 322,,
ARCH,230,1,T 13.30-15.20,RDH 212,3.4,3.39
ARCH,251,1,MW 13.30-15.20 + 1,RDH 705,4.38,5.0
ARCH,280,1,MW 11.35-12.25 + 1,YUAG AUD,4.01,2.45
ARCH,3012,1,W 14.00-15.30,RDH HASTINGS,3.62,4.3
ARCH,304,1,T 13.30-15.20,LORIA 258,4.02,3.2
ARCH,3073,1,T 9.00-10.50 + 1,RDH HASTINGS + 1,,
ARCH,3092,1,1 HTBA,,3.59,2.49
ARCH,312,1,TTh 10.30-11.20,LORIA B51,3.73,2.52
ARCH,314,1,Th 13.30-15.20,RDH 706,,
ARCH,3211,1,ThF 9.00-10.50,RDH 322,,
ARCH,3229,1,W 11.00-12.50,,,
ARCH,324,1,M 11.35-13.25,RDH 211,4.08,4.69
ARCH,3252,1,Th 9.25-11.15,LORIA 259,,
ARCH,3256,1,F 14.00-15.50,,,
ARCH,3267,1,T 11.00-12.50,,4.12,2.7800000000000002
ARCH,3272,1,T 11.00-12.50,RDH 211,,
ARCH,3283,1,T 9.00-10.50,RDH 322,,
ARCH,3292,1,T 16.00-17.50,RDH 322,,
ARCH,3293,1,T 14.00-15.50,RDH 706,,
ARCH,330,1,M 11.35-13.25,RDH 212,,
ARCH,3300,1,F 11.00-12.50,RDH 706,,
ARCH,3301,1,F 14.00-15.50,RDH HASTINGS,,
ARCH,341,1,MW 10.30-11.20 + 1,LC 102,3.67,2.21
ARCH,360,1,Th 10.30-13.20 + 1,RDH 212,3.88,3.76
ARCH,380,1,T 13.30-15.20,LORIA 358,4.05,3.31
ARCH,4216,1,MW 10.30-11.20 + 1,RDH 211,3.59,2.49
ARCH,4220,1,W 11.00-12.50,RDH 706,3.59,2.7
ARCH,4221,1,T 16.00-19.00,RDH 706,,
ARCH,4223,1,F 11.00-12.50,RDH 322,,
ARCH,4233,1,T 14.00-15.50,RDH 322,3.79,2.54
ARCH,4243,1,W 11.00-12.50,RDH 212,,
ARCH,4244,1,W 14.00-15.50,RDH 212,3.5700000000000003,4.57
ARCH,471,1,1 HTBA,,4.35,4.8
ARCH,491,1,1 HTBA,,3.4,4.4
ARCH,494,1,MW 13.30-15.20 + 1,RDH 705,3.46,4.66
ARCH,552,1,1 HTBA,,,
ARCH,554,1,1 HTBA,,,
ARCH,559,1,Th 9.00-10.50,RDH 603,,
ARMN,451,1,MWF 9.25-10.15,YK220 004,,
ARMN,681,1,MWF 9.25-10.15,YK220 004,,
ART,007,1,MW 14.30-15.45,GREEN 209,3.81,3.14
ART,012,1,Th 13.30-16.30,GREEN 210,3.29,3.29
ART,014,1,W 13.30-16.30,EDG36 023,4.86,1.8599999999999999
ART,110,1,TTh 13.30-15.20,EDG36 119,4.54,2.79
ART,111,1,MW 15.30-17.20,GREEN G01,3.39,3.05
ART,114,1,MW 13.30-15.20,GREEN G01,4.26,3.23
ART,114,2,TTh 10.30-12.20,GREEN G01,4.2,3.6
ART,114,3,TTh 13.30-15.20,GREEN G01,4.06,3.08
ART,114,4,MW 10.30-12.20,GREEN G01,3.89,3.0
ART,121,1,W 13.30-17.20,EDG36 123,4.58,3.05
ART,130,1,MW 10.30-12.20,GREEN 207,4.1,3.17
ART,130,2,MW 13.30-15.20 + 1,GREEN 207,4.63,3.63
ART,132,1,TTh 10.30-12.20,GREEN 210,4.05,3.89
ART,132,2,1 HTBA,,4.22,3.75
ART,136,1,WF 10.30-12.20,GREEN B01,4.62,4.2
ART,138,1,MW 15.30-17.20,GREEN B01,4.32,3.04
ART,138,2,TTh 8.25-10.15,GREEN B01,4.33,3.55
ART,142,1,M 13.30-17.20,EDG36 023,4.01,4.03
ART,145,1,M 13.30-17.20,CCAM 110,4.37,3.36
ART,185,1,1 HTBA,,4.03,4.32
ART,224,1,TTh 15.30-17.20,GREEN G01,4.13,2.48
ART,235,1,TTh 15.30-17.20,ELM294 303,4.9,2.0
ART,241,1,1 HTBA,,3.81,4.51
ART,264,1,F 8.25-12.20,GREEN 210,4.66,3.92
ART,265,1,M 8.30-12.20,GREEN 210,4.43,3.85
ART,266,1,W 13.30-15.20,GREEN 107,4.16,3.56
ART,288,1,WF 13.30-15.30,CCAM 110,4.0,3.29
ART,301,1,W 19.00-20.50,GREEN B03,3.79,2.56
ART,323,1,Th 13.30-15.20,BAC 112,4.22,3.52
ART,331,1,MW 13.30-15.20,GREEN 211,3.64,3.5
ART,338,1,MW 10.30-12.20,GREEN G41,4.0,3.4
ART,341,1,T 8.25-12.20,CCAM 102,4.2,3.8
ART,342,1,T 8.25-12.20,EDG36 023,3.67,4.2
ART,369,1,T 13.30-17.20,GREEN 210,4.44,3.66
ART,371,1,Th 13.30-17.20,EDG36 204,4.2,2.6
ART,379,1,TTh 10.30-12.20,GREEN G32,4.19,3.92
ART,433,1,T 15.30-17.20 + 1,GREEN 216,4.61,3.54
ART,443,1,T 13.30-17.20,CCAM 102,4.75,5.0
ART,457,1,TTh 10.30-12.20,GREEN C014,4.24,2.91
ART,469,1,W 9.00-13.00,GREEN 210,4.38,3.25
ART,472,1,1 HTBA,,4.89,4.17
ART,496,1,T 19.00-20.50,GREEN 210,3.3,3.86
ART,510,1,W 15.00-18.30,GREEN,4.63,3.7199999999999998
ART,515,1,M 13.00-17.00,GREEN C220,4.63,3.7199999999999998
ART,518,1,T 10.00-13.00,GREEN C220,,
ART,545,1,1 HTBA,,4.63,3.7199999999999998
ART,550,1,Th 14.00-17.00,GREEN C014,3.75,2.62
ART,630,1,M 14.00-18.00,EDG36 204,4.6,2.6
ART,645,1,1 HTBA,,4.6,2.6
ART,676,1,1 HTBA,,,
ART,678,1,T 13.30-16.30,EDG36 204,,
ART,679,1,1 HTBA,,,
ART,680,1,T 10.00-13.00,EDG36 204,,
ART,710,1,F 13.30-17.30,GREEN 107,,
ART,720,1,Th 13.30-18.15,GREEN 109,,
ART,730,1,W 12.30-15.00,GREEN,4.27,3.71
ART,739,1,W 16.30-19.00,GREEN 109,4.27,3.71
ART,742,1,T 13.30-17.30,GREEN 209,,
ART,743,1,F 13.30-17.30,GREEN 109,,
ART,745,1,M 13.30-17.30,GREEN 107,4.27,3.71
ART,751,1,F 10.30-14.30,GREEN G32,,
ART,762,1,Th 13.30-17.30,GREEN 107,4.05,3.89
ART,802,1,T 11.00-14.00,GREEN G10,4.8,4.2
ART,825,1,Th 15.30-18.00,GREEN G10,,
ART,828,1,W 14.00-16.30,GREEN G10,3.33,2.83
ART,845,1,T 15.30-18.30,GREEN G10,3.33,2.83
ART,871,1,F 10.00-13.00,EDG36 204,,
ART,914,1,Th 10.00-12.30,EDG36 204,,
ART,951,1,M 10.00-13.00,EDG36 204,,
ASL,120,1,M-F 10.30-11.20,DOW B-21,4.79,2.38
ASL,120,2,M-F 11.35-12.25,DOW B-21,4.79,2.38
ASL,140,1,1 HTBA,,,
ASTR,120,1,MW 13.00-14.15,HLH17 101,3.45,3.11
ASTR,130,1,MW 14.30-15.45,LC 101,3.99,2.89
ASTR,170,1,TTh 16.00-17.15,WTS A53,2.83,2.61
ASTR,310,1,MW 13.00-14.15,WTS A46,3.52,3.18
ASTR,343,1,TTh 11.35-12.50,WTS A46,3.92,3.02
ASTR,356,1,TTh 13.00-14.15,WTS A46,2.9,3.94
ASTR,375,1,MW 11.35-12.50,WTS B74,3.5,2.0
ASTR,380,1,TTh 9.00-10.15,WTS A74,3.23,2.75
ASTR,418,1,MW 14.30-15.45,WTS A46,4.55,3.27
ASTR,420,1,MW 16.00-17.15,WTS A39,3.0,2.0
ASTR,430,1,1 HTBA,,5.0,4.0
ASTR,472,1,1 HTBA,,3.9,2.98
ASTR,491,1,1 HTBA,,4.5,4.0
ASTR,492,1,1 HTBA,,3.9,2.98
ASTR,510,1,TTh 9.00-10.15,WTS A74,3.23,2.75
ASTR,518,1,MW 14.30-15.45,WTS A46,4.55,3.27
ASTR,520,1,MW 16.00-17.15,WTS A39,3.0,2.0
ASTR,530,1,1 HTBA,,5.0,4.0
ASTR,556,1,TTh 13.00-14.15,WTS A46,2.91,4.0
ASTR,570,1,1 HTBA,,3.5,2.5
ASTR,575,1,MW 11.35-12.50,WTS B74,3.5,2.0
